# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000011304	PTBP1	18.0	18.0	18.0	25.0	25.0	24.0	30.0	5.0	5.0	5.0	7.0
ENSG00000011376	LARS2	3.0	3.0	3.0	5.0	5.0	5.0	4.0	0.5	0.5	0.5	0.5
ENSG00000011405	PIK3C2A	14.0	14.0	13.0	11.0	11.0	11.0	11.0	8.0	7.0	8.0	6.0
ENSG00000011422	PLAUR	43.0	38.0	40.0	0.1	0.1	0.1	0.1	33.0	31.0	33.0	40.0
ENSG00000011426	ANLN	0.7	0.6	0.6	0.1	0.1	0.1	0.1	0.4	0.3	0.4	0.2
ENSG00000011451	WIZ	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.5	0.6	0.6	0.9
ENSG00000011454	RABGAP1	9.0	9.0	9.0	8.0	8.0	8.0	9.0	5.0	5.0	5.0	5.0
ENSG00000011478	QPCTL	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.2	0.2	0.3	0.4
ENSG00000011485	PPP5C	3.0	3.0	3.0	4.0	4.0	4.0	4.0				
ENSG00000011523	CEP68	5.0	5.0	5.0	14.0	14.0	14.0	15.0	10.0	9.0	11.0	8.0
ENSG00000011566	MAP4K3	7.0	7.0	7.0	6.0	6.0	6.0	6.0	0.2	0.2	0.2	0.1
ENSG00000011590	ZBTB32	0.1	0.1	0.1	0.8	0.8	0.8	0.9	0.1	0.1	0.1	0.1
ENSG00000011600	TYROBP	304.0	309.0	324.0	0.5	0.7	0.3	1.0	332.0	357.0	324.0	388.0
ENSG00000011638	TMEM159	6.0	6.0	5.0	5.0	5.0	5.0	4.0	0.6	0.7	0.6	0.5
ENSG00000012048	BRCA1	1.0	1.0	1.0	0.4	0.4	0.4	0.4	4.0	4.0	4.0	4.0
ENSG00000012061	ERCC1	8.0	8.0	8.0	6.0	5.0	6.0	6.0	1.0	0.9	1.0	2.0
ENSG00000012124	CD22	0.4	0.4	0.3		0.1			0.1	0.1	0.1	0.2
ENSG00000012171	SEMA3B	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.4	0.5	0.4	0.7
ENSG00000012174	MBTPS2	1.0	1.0	1.0	1.0	1.0	1.0	1.0				
ENSG00000012211	PRICKLE3	2.0	2.0	2.0	1.0	1.0	1.0	2.0	0.9	0.9	0.9	2.0
ENSG00000012223	LTF								2.0	2.0	2.0	3.0
ENSG00000012232	EXTL3	5.0	5.0	5.0	2.0	2.0	2.0	1.0	13.0	14.0	13.0	16.0
ENSG00000012660	ELOVL5	43.0	41.0	44.0	29.0	28.0	28.0	32.0	151.0	147.0	154.0	126.0
ENSG00000012779	ALOX5	81.0	82.0	82.0	0.9	0.8	0.9	0.7	149.0	151.0	146.0	186.0
ENSG00000012817	KDM5D		0.1	11.0	0.1	0.1	0.2	35.0			0.2	0.4
ENSG00000012822	CALCOCO1	10.0	9.0	10.0	10.0	10.0	10.0	17.0	22.0	21.0	21.0	22.0
ENSG00000012963	UBR7	6.0	6.0	6.0	8.0	8.0	7.0	7.0	4.0	4.0	4.0	4.0
ENSG00000012983	MAP4K5	6.0	6.0	6.0	8.0	8.0	8.0	9.0	0.2	0.2	0.2	0.2
ENSG00000013016	EHD3	1.0	1.0	1.0	2.0	2.0	2.0	2.0	0.2	0.2	0.2	0.1
ENSG00000013275	PSMC4	18.0	18.0	18.0	16.0	16.0	16.0	12.0	7.0	7.0	7.0	9.0
ENSG00000013288	MAN2B2	8.0	8.0	8.0	9.0	9.0	9.0	10.0	7.0	8.0	7.0	8.0
ENSG00000013306	SLC25A39	8.0	8.0	8.0	13.0	12.0	13.0	16.0	0.2	0.2	0.2	0.2
ENSG00000013364	MVP	35.0	34.0	35.0	36.0	35.0	36.0	35.0	54.0	58.0	53.0	77.0
ENSG00000013374	NUB1	17.0	16.0	17.0	23.0	23.0	23.0	24.0	20.0	20.0	20.0	21.0
ENSG00000013375	PGM3	3.0	3.0	3.0	5.0	5.0	5.0	6.0	0.6	0.5	0.5	0.5
ENSG00000013392	RWDD2A	0.9	0.9	1.0	2.0	2.0	3.0	3.0				0.1
ENSG00000013441	CLK1	76.0	78.0	72.0	127.0	127.0	126.0	139.0	69.0	68.0	68.0	61.0
ENSG00000013503	POLR3B	3.0	3.0	3.0	4.0	4.0	4.0	3.0	0.7	0.6	0.6	0.6
ENSG00000013523	ANGEL1	4.0	4.0	4.0	6.0	6.0	6.0	7.0	0.1	0.1	0.1	
ENSG00000013561	RNF14	7.0	7.0	7.0	5.0	6.0	5.0	4.0	2.0	2.0	1.0	1.0
ENSG00000013563	DNASE1L1	5.0	5.0	5.0	2.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0
ENSG00000013573	DDX11	1.0	1.0	1.0	4.0	5.0	4.0	4.0				
ENSG00000013583	HEBP1	3.0	3.0	3.0	0.8	0.8	0.8	1.0	0.5	0.5	0.5	0.1
ENSG00000013619	MAMLD1							0.2				
ENSG00000013725	CD6	0.5	0.5	0.4	62.0	57.0	59.0	80.0				
ENSG00000013810	TACC3	11.0	10.0	11.0	17.0	16.0	16.0	20.0	18.0	19.0	20.0	23.0
ENSG00000014123	UFL1	18.0	18.0	19.0	23.0	24.0	24.0	23.0	1.0	1.0	1.0	1.0
ENSG00000014138	POLA2	0.6	0.7	0.6	0.6	0.6	0.6	0.8	0.9	1.0	1.0	0.9
ENSG00000014164	ZC3H3	4.0	4.0	4.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	7.0
ENSG00000014216	CAPN1	15.0	14.0	15.0	8.0	8.0	8.0	8.0	7.0	8.0	7.0	9.0
ENSG00000014257	ACP3	17.0	17.0	17.0					13.0	15.0	14.0	11.0
ENSG00000014641	MDH1	13.0	13.0	14.0	15.0	15.0	15.0	15.0	0.6	0.6	0.6	0.6
ENSG00000014824	SLC30A9	11.0	11.0	11.0	11.0	12.0	11.0	11.0	3.0	3.0	3.0	3.0
ENSG00000014914	MTMR11	16.0	15.0	15.0	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1
ENSG00000014919	COX15	9.0	9.0	9.0	7.0	7.0	7.0	6.0	4.0	4.0	4.0	4.0
ENSG00000015133	CCDC88C	11.0	11.0	11.0	30.0	30.0	28.0	34.0	1.0	1.0	0.9	0.9
ENSG00000015153	YAF2	7.0	7.0	7.0	5.0	6.0	5.0	4.0	6.0	6.0	6.0	4.0
ENSG00000015171	ZMYND11	9.0	8.0	9.0	23.0	24.0	23.0	26.0	0.1	0.1	0.1	
ENSG00000015285	WAS	35.0	33.0	35.0	17.0	16.0	16.0	28.0	70.0	72.0	72.0	72.0
ENSG00000015475	BID	24.0	25.0	24.0	4.0	4.0	4.0	3.0	44.0	48.0	43.0	47.0
ENSG00000015479	MATR3	4.0	4.0	4.0	8.0	7.0	7.0	4.0	2.0	2.0	2.0	1.0
ENSG00000015532	XYLT2	4.0	4.0	3.0	8.0	8.0	8.0	6.0	0.6	0.6	0.5	0.7
ENSG00000015676	NUDCD3	5.0	5.0	5.0	13.0	13.0	13.0	12.0	2.0	2.0	2.0	1.0
ENSG00000016391	CHDH				0.1	0.1	0.1	0.1				
ENSG00000016864	GLT8D1	8.0	8.0	8.0	13.0	13.0	13.0	14.0	3.0	3.0	2.0	2.0
ENSG00000017260	ATP2C1	9.0	9.0	9.0	9.0	9.0	9.0	9.0	4.0	4.0	4.0	3.0
ENSG00000017483	SLC38A5	0.1	0.1	0.1	2.0	2.0	2.0	3.0				
ENSG00000017797	RALBP1	9.0	9.0	9.0	8.0	9.0	8.0	7.0	33.0	32.0	31.0	41.0
ENSG00000018189	RUFY3	13.0	13.0	13.0	4.0	4.0	4.0	5.0				
ENSG00000018280	SLC11A1	53.0	51.0	49.0	0.3	0.3	0.3	0.3	86.0	93.0	90.0	167.0
ENSG00000018408	WWTR1				0.1	0.1	0.1	0.1				
ENSG00000018510	AGPS	18.0	18.0	18.0	9.0	9.0	9.0	9.0	1.0	1.0	1.0	1.0
ENSG00000018610	STEEP1	8.0	8.0	9.0	8.0	8.0	8.0	7.0	2.0	2.0	2.0	2.0
ENSG00000018699	TTC27	4.0	4.0	4.0	12.0	12.0	12.0	10.0	0.1	0.1	0.1	0.1
ENSG00000018869	ZNF582	0.7	0.8	0.8	2.0	2.0	2.0	1.0	0.2	0.3	0.2	0.2
ENSG00000019102	VSIG2	4.0	4.0	4.0	0.6	0.6	0.6	2.0	0.1	0.1	0.1	0.2
ENSG00000019144	PHLDB1				0.1	0.1	0.1	0.1				
ENSG00000019169	MARCO	14.0	15.0	15.0								
ENSG00000019485	PRDM11	0.4	0.4	0.3	0.8	0.8	0.7	1.0				
ENSG00000019582	CD74	721.0	751.0	739.0	29.0	27.0	28.0	37.0	28.0	30.0	29.0	28.0
ENSG00000019991	HGF	6.0	6.0	6.0					0.5	0.6	0.4	0.3
ENSG00000019995	ZRANB1	6.0	5.0	6.0	7.0	7.0	7.0	6.0	10.0	9.0	10.0	9.0
ENSG00000020129	NCDN	3.0	3.0	2.0	4.0	4.0	4.0	4.0	0.1	0.1	0.1	0.1
ENSG00000020181	ADGRA2	2.0	2.0	1.0	0.2	0.3	0.3	0.2	0.2	0.2	0.2	0.2
ENSG00000020256	ZFP64	1.0	1.0	1.0	1.0	1.0	1.0	1.0				
ENSG00000020426	MNAT1	2.0	2.0	1.0	4.0	4.0	4.0	4.0	0.1	0.1	0.1	0.1
ENSG00000020577	SAMD4A	1.0	1.0	1.0	0.1	0.1	0.1	0.2				
ENSG00000020633	RUNX3	6.0	6.0	6.0	16.0	14.0	15.0	29.0	2.0	2.0	1.0	2.0
ENSG00000020922	MRE11	9.0	9.0	9.0	10.0	11.0	9.0	12.0	4.0	4.0	4.0	4.0
ENSG00000021300	PLEKHB1	0.6	0.6	0.5	10.0	9.0	10.0	10.0	0.2	0.2	0.2	0.1
ENSG00000021355	SERPINB1	124.0	118.0	126.0	32.0	32.0	32.0	38.0	107.0	109.0	110.0	138.0
ENSG00000021461	CYP3A43				0.1	0.1	0.1	0.1				
ENSG00000021488	SLC7A9				0.2	0.1	0.2	0.3				
ENSG00000021574	SPAST	11.0	10.0	11.0	6.0	6.0	6.0	4.0	14.0	14.0	14.0	12.0
ENSG00000021762	OSBPL5	4.0	4.0	4.0	0.7	0.8	0.6	2.0	0.3	0.4	0.2	0.2
ENSG00000021776	AQR	12.0	12.0	13.0	13.0	13.0	13.0	11.0	5.0	5.0	4.0	4.0
ENSG00000021826	CPS1				0.1	0.1	0.1	0.1				
ENSG00000022267	FHL1	0.3	0.3	0.3	3.0	4.0	3.0	5.0				
ENSG00000022277	RTF2	20.0	20.0	20.0	14.0	14.0	14.0	15.0	43.0	44.0	42.0	48.0
ENSG00000022556	NLRP2	0.3	0.3	0.3	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1
ENSG00000022567	SLC45A4	2.0	2.0	2.0	2.0	2.0	2.0	2.0	39.0	42.0	41.0	39.0
ENSG00000022840	RNF10	18.0	18.0	18.0	20.0	19.0	19.0	23.0	38.0	36.0	42.0	49.0
ENSG00000022976	ZNF839	1.0	1.0	1.0	4.0	4.0	4.0	5.0	2.0	2.0	2.0	3.0
ENSG00000023041	ZDHHC6	13.0	13.0	13.0	21.0	20.0	21.0	24.0	8.0	8.0	8.0	7.0
ENSG00000023171	GRAMD1B	3.0	3.0	3.0	0.6	0.7	0.5	0.9	0.6	0.7	0.6	0.5
ENSG00000023191	RNH1	22.0	23.0	22.0	11.0	11.0	10.0	10.0	0.7	0.8	0.7	1.0
ENSG00000023228	NDUFS1	10.0	10.0	10.0	9.0	9.0	9.0	7.0	5.0	5.0	5.0	5.0
ENSG00000023287	RB1CC1	28.0	28.0	28.0	23.0	24.0	22.0	21.0	52.0	48.0	52.0	47.0
ENSG00000023318	ERP44	22.0	22.0	22.0	11.0	12.0	11.0	12.0	16.0	15.0	16.0	14.0
ENSG00000023330	ALAS1	13.0	13.0	13.0	5.0	5.0	5.0	5.0	13.0	16.0	13.0	12.0
ENSG00000023445	BIRC3	12.0	12.0	13.0	57.0	54.0	58.0	62.0	1.0	2.0	1.0	2.0
ENSG00000023516	AKAP11	10.0	10.0	10.0	15.0	15.0	14.0	15.0	2.0	1.0	2.0	1.0
ENSG00000023572	GLRX2	5.0	4.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	4.0
ENSG00000023608	SNAPC1	3.0	3.0	3.0	2.0	3.0	3.0	2.0	1.0	1.0	1.0	2.0
ENSG00000023697	DERA	12.0	12.0	12.0	5.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0
ENSG00000023734	STRAP	28.0	26.0	27.0	27.0	26.0	27.0	28.0	8.0	7.0	8.0	9.0
ENSG00000023839	ABCC2	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ENSG00000023892	DEF6	36.0	36.0	34.0	75.0	76.0	73.0	86.0	45.0	46.0	43.0	56.0
ENSG00000023902	PLEKHO1	36.0	36.0	36.0	7.0	7.0	6.0	7.0	21.0	23.0	19.0	18.0
ENSG00000023909	GCLM	1.0	1.0	1.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0
ENSG00000024048	UBR2	35.0	34.0	36.0	23.0	23.0	23.0	26.0	139.0	134.0	141.0	121.0
ENSG00000024862	CCDC28A	15.0	15.0	16.0	14.0	13.0	14.0	14.0	26.0	25.0	26.0	27.0
ENSG00000025039	RRAGD	6.0	6.0	6.0	2.0	2.0	2.0	2.0	17.0	18.0	16.0	16.0
ENSG00000025156	HSF2	6.0	6.0	6.0	31.0	31.0	30.0	39.0	1.0	0.9	1.0	1.0
ENSG00000025293	PHF20	15.0	15.0	15.0	16.0	16.0	16.0	15.0	17.0	17.0	17.0	17.0
ENSG00000025423	HSD17B6				0.2	0.3	0.2	0.3				
ENSG00000025434	NR1H3	2.0	2.0	2.0	0.6	0.6	0.6	0.8	0.3	0.3	0.3	0.3
ENSG00000025708	TYMP	88.0	89.0	84.0	1.0	1.0	1.0	1.0	49.0	54.0	50.0	84.0
ENSG00000025770	NCAPH2	5.0	5.0	5.0	16.0	15.0	15.0	13.0	4.0	4.0	3.0	5.0
ENSG00000025772	TOMM34	4.0	4.0	5.0	5.0	5.0	6.0	5.0	2.0	2.0	2.0	1.0
ENSG00000025796	SEC63	8.0	8.0	8.0	6.0	6.0	6.0	9.0	3.0	3.0	3.0	3.0
ENSG00000025800	KPNA6	14.0	13.0	13.0	16.0	16.0	16.0	15.0	5.0	6.0	5.0	6.0
ENSG00000026025	VIM	250.0	244.0	253.0	52.0	53.0	53.0	47.0	57.0	47.0	52.0	57.0
ENSG00000026036	RTEL1-TNFRSF6B	0.5	0.5	0.5	0.5	0.5	0.5	0.8				0.1
ENSG00000026103	FAS	10.0	10.0	10.0	4.0	3.0	4.0	3.0	49.0	49.0	51.0	48.0
ENSG00000026297	RNASET2	15.0	15.0	15.0	15.0	13.0	14.0	20.0	34.0	31.0	32.0	38.0
ENSG00000026508	CD44	98.0	94.0	99.0	54.0	52.0	54.0	49.0	20.0	16.0	19.0	16.0
ENSG00000026652	AGPAT4	7.0	6.0	7.0	2.0	2.0	2.0	2.0	0.4	0.4	0.3	0.3
ENSG00000026751	SLAMF7	2.0	2.0	2.0	0.8	0.9	0.6	3.0	0.4	0.6	0.4	0.3
ENSG00000026950	BTN3A1	20.0	20.0	20.0	49.0	49.0	48.0	81.0	51.0	54.0	48.0	39.0
ENSG00000027001	MIPEP	1.0	1.0	1.0	3.0	3.0	3.0	3.0				
ENSG00000027075	PRKCH	3.0	3.0	3.0	45.0	45.0	43.0	42.0	2.0	1.0	1.0	2.0
ENSG00000027697	IFNGR1	150.0	155.0	152.0	12.0	11.0	11.0	13.0	190.0	188.0	190.0	192.0
ENSG00000027847	B4GALT7	3.0	3.0	3.0	4.0	4.0	4.0	4.0	0.1	0.1	0.1	0.2
ENSG00000027869	SH2D2A	0.3	0.3	0.3	6.0	6.0	6.0	5.0	0.1	0.1	0.1	0.1
ENSG00000028116	VRK2	14.0	14.0	15.0	6.0	6.0	6.0	5.0	3.0	3.0	3.0	3.0
ENSG00000028137	TNFRSF1B	204.0	194.0	203.0	15.0	15.0	14.0	14.0	165.0	174.0	165.0	244.0
ENSG00000028203	VEZT	6.0	6.0	6.0	7.0	7.0	7.0	6.0	0.1	0.1	0.1	0.2
ENSG00000028277	POU2F2	12.0	12.0	11.0	3.0	3.0	3.0	4.0	2.0	2.0	2.0	2.0
ENSG00000028310	BRD9	4.0	4.0	4.0	8.0	8.0	8.0	10.0	1.0	1.0	1.0	1.0
ENSG00000028528	SNX1	13.0	13.0	13.0	12.0	13.0	12.0	16.0	9.0	9.0	10.0	9.0
ENSG00000028839	TBPL1	3.0	3.0	3.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0
ENSG00000029153	ARNTL2	0.8	0.8	0.8				0.1				
ENSG00000029363	BCLAF1	52.0	52.0	52.0	73.0	74.0	74.0	63.0	43.0	40.0	43.0	40.0
ENSG00000029364	SLC39A9	16.0	16.0	16.0	9.0	10.0	9.0	9.0	7.0	7.0	7.0	6.0
ENSG00000029534	ANK1	0.1	0.1	0.1	0.3	0.3	0.2	0.3				
ENSG00000029639	TFB1M	2.0	2.0	2.0	5.0	5.0	5.0	5.0	0.8	0.9	0.7	0.5
ENSG00000029725	RABEP1	13.0	14.0	13.0	20.0	20.0	20.0	20.0	8.0	8.0	8.0	8.0
ENSG00000029993	HMGB3	2.0	2.0	2.0	0.3	0.3	0.3	0.5				0.1
ENSG00000030066	NUP160	6.0	6.0	6.0	12.0	12.0	12.0	15.0	2.0	2.0	2.0	1.0
ENSG00000030110	BAK1	8.0	8.0	8.0	5.0	5.0	6.0	5.0	4.0	5.0	5.0	8.0
ENSG00000030304	MUSK	0.6	0.5	0.6								
ENSG00000030419	IKZF2	0.2	0.2	0.2	3.0	4.0	3.0	2.0	0.1			
ENSG00000030582	GRN	208.0	202.0	205.0	4.0	4.0	4.0	4.0	53.0	62.0	55.0	66.0
ENSG00000031003	FAM13B	15.0	14.0	14.0	16.0	16.0	16.0	13.0	19.0	18.0	19.0	16.0
ENSG00000031081	ARHGAP31	11.0	12.0	11.0	1.0	1.0	1.0	0.9				
ENSG00000031691	CENPQ	2.0	3.0	3.0	2.0	3.0	2.0	2.0	0.7	0.8	0.7	0.6
ENSG00000031698	SARS1	26.0	26.0	27.0	33.0	32.0	33.0	33.0	9.0	9.0	8.0	9.0
ENSG00000031823	RANBP3	5.0	5.0	5.0	9.0	8.0	9.0	10.0	4.0	4.0	4.0	4.0
ENSG00000032219	ARID4A	15.0	15.0	15.0	17.0	17.0	16.0	18.0	34.0	31.0	35.0	31.0
ENSG00000032389	EIPR1	3.0	3.0	3.0	4.0	4.0	4.0	4.0	0.6	0.6	0.6	0.6
ENSG00000032444	PNPLA6	11.0	12.0	11.0	7.0	7.0	6.0	7.0	4.0	4.0	3.0	7.0
ENSG00000032742	IFT88	3.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	2.0	3.0	3.0
ENSG00000033011	ALG1	2.0	2.0	2.0	2.0	2.0	2.0	2.0				
ENSG00000033030	ZCCHC8	6.0	6.0	6.0	6.0	6.0	6.0	6.0	4.0	3.0	3.0	4.0
ENSG00000033050	ABCF2	2.0	2.0	2.0	3.0	3.0	3.0	2.0	0.1	0.1	0.1	0.1
ENSG00000033100	CHPF2	18.0	18.0	18.0	15.0	16.0	15.0	13.0	17.0	18.0	16.0	19.0
ENSG00000033122	LRRC7	0.3	0.3	0.3	0.8	0.8	0.7	0.4				
ENSG00000033170	FUT8	2.0	2.0	2.0	7.0	7.0	7.0	6.0				
ENSG00000033178	UBA6	13.0	12.0	13.0	9.0	9.0	9.0	7.0	6.0	5.0	6.0	5.0
ENSG00000033327	GAB2	33.0	30.0	31.0	0.9	0.9	0.8	1.0	70.0	69.0	71.0	71.0
ENSG00000033627	ATP6V0A1	9.0	8.0	8.0	1.0	1.0	1.0	1.0	8.0	8.0	9.0	6.0
ENSG00000033800	PIAS1	19.0	19.0	19.0	15.0	14.0	14.0	14.0	30.0	29.0	31.0	24.0
ENSG00000033867	SLC4A7	9.0	9.0	9.0	15.0	16.0	15.0	15.0	0.8	0.8	0.7	0.4
ENSG00000034053	APBA2	0.1	0.2	0.1	24.0	25.0	25.0	22.0				
ENSG00000034152	MAP2K3	19.0	19.0	19.0	4.0	4.0	4.0	6.0	30.0	30.0	30.0	35.0
ENSG00000034239	EFCAB1								0.2	0.1	0.1	0.1
ENSG00000034510	TMSB10	1251.0	1278.0	1292.0	1596.0	1752.0	1749.0	1423.0	79.0	92.0	78.0	131.0
ENSG00000034533	ASTE1	3.0	4.0	3.0	7.0	7.0	7.0	6.0	2.0	2.0	2.0	1.0
ENSG00000034677	RNF19A	16.0	16.0	16.0	22.0	22.0	21.0	22.0	22.0	21.0	22.0	21.0
ENSG00000034693	PEX3	3.0	3.0	3.0	12.0	13.0	12.0	11.0	0.2	0.2	0.2	0.2
ENSG00000034713	GABARAPL2	14.0	14.0	14.0	16.0	16.0	16.0	18.0	35.0	36.0	35.0	35.0
ENSG00000035115	SH3YL1	1.0	1.0	0.9	8.0	9.0	8.0	8.0	0.2	0.2	0.2	0.2
ENSG00000035141	FAM136A	8.0	8.0	9.0	11.0	10.0	10.0	16.0	0.7	0.7	0.7	0.7
ENSG00000035403	VCL	32.0	32.0	31.0	5.0	6.0	5.0	4.0	14.0	15.0	13.0	13.0
ENSG00000035499	DEPDC1B	0.2	0.2	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.1	
ENSG00000035664	DAPK2	0.2	0.1	0.2				0.1	11.0	12.0	11.0	14.0
ENSG00000035681	NSMAF	21.0	20.0	21.0	13.0	13.0	13.0	11.0	17.0	16.0	16.0	14.0
ENSG00000035687	ADSS2	26.0	27.0	27.0	23.0	23.0	23.0	23.0	13.0	13.0	13.0	13.0
ENSG00000035720	STAP1	0.2	0.3	0.2	7.0	7.0	9.0	3.0	0.1	0.1	0.1	
ENSG00000035862	TIMP2	18.0	18.0	18.0	0.5	0.7	0.5	0.8	18.0	20.0	19.0	18.0
ENSG00000035928	RFC1	14.0	13.0	14.0	20.0	20.0	20.0	18.0	3.0	2.0	3.0	2.0
ENSG00000036054	TBC1D23	16.0	16.0	15.0	12.0	12.0	11.0	10.0	15.0	15.0	15.0	14.0
ENSG00000036257	CUL3	10.0	10.0	10.0	9.0	9.0	9.0	7.0	18.0	17.0	18.0	14.0
ENSG00000036448	MYOM2	0.1	0.1	0.1	0.4	0.4	0.4	0.2				
ENSG00000036530	CYP46A1							0.1				
ENSG00000036549	ZZZ3	9.0	9.0	8.0	18.0	19.0	18.0	15.0	0.5	0.5	0.4	0.3
ENSG00000036565	SLC18A1	0.2	0.2	0.2					0.1	0.1	0.1	0.1
ENSG00000037042	TUBG2	0.7	0.6	0.7	3.0	3.0	3.0	5.0				
ENSG00000037241	RPL26L1	6.0	6.0	6.0	4.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0
ENSG00000037280	FLT4				1.0	1.0	1.0	1.0				
ENSG00000037474	NSUN2	15.0	15.0	14.0	17.0	16.0	16.0	15.0	3.0	3.0	3.0	2.0
ENSG00000037637	FBXO42	9.0	9.0	9.0	8.0	8.0	8.0	7.0	5.0	5.0	5.0	6.0
ENSG00000037749	MFAP3	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ENSG00000037757	MRI1	3.0	3.0	3.0	9.0	9.0	8.0	10.0	0.2	0.2	0.2	0.4
ENSG00000037897	METTL1	0.6	0.8	0.6	1.0	1.0	1.0	2.0				
ENSG00000038002	AGA	8.0	8.0	8.0	9.0	10.0	9.0	11.0	0.5	0.5	0.4	1.0
ENSG00000038210	PI4K2B	5.0	5.0	5.0	6.0	6.0	6.0	6.0	0.7	0.6	0.7	0.6
ENSG00000038219	BOD1L1	22.0	22.0	22.0	19.0	19.0	19.0	20.0	84.0	80.0	85.0	75.0
ENSG00000038274	MAT2B	23.0	24.0	25.0	29.0	31.0	31.0	25.0	28.0	29.0	28.0	24.0
ENSG00000038358	EDC4	7.0	7.0	7.0	13.0	13.0	13.0	16.0	3.0	3.0	3.0	4.0
ENSG00000038382	TRIO	12.0	12.0	12.0	0.3	0.4	0.3	0.6	0.2	0.2	0.2	0.2
ENSG00000038427	VCAN	682.0	673.0	693.0								
ENSG00000038532	CLEC16A	4.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0
ENSG00000038945	MSR1	4.0	3.0	4.0								
ENSG00000039123	MTREX	15.0	15.0	15.0	16.0	16.0	15.0	11.0	3.0	2.0	2.0	2.0
ENSG00000039319	ZFYVE16	18.0	18.0	18.0	4.0	4.0	4.0	4.0	38.0	37.0	37.0	28.0
ENSG00000039523	RIPOR1	4.0	4.0	4.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0
ENSG00000039600	SOX30				0.2	0.2	0.2	0.1				
ENSG00000039650	PNKP	6.0	6.0	5.0	7.0	7.0	7.0	10.0	5.0	6.0	5.0	8.0
ENSG00000039987	BEST2					0.1						
ENSG00000040199	PHLPP2	1.0	1.0	1.0	2.0	2.0	2.0	3.0				
ENSG00000040275	SPDL1	0.7	0.7	0.6	2.0	2.0	2.0	2.0	0.1	0.1	0.1	0.1
ENSG00000040341	STAU2	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0
ENSG00000040487	SLC66A1	5.0	5.0	5.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	3.0
ENSG00000040531	CTNS	4.0	4.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0
ENSG00000040608	RTN4R				0.3	0.3	0.3	0.3				
ENSG00000040633	PHF23	12.0	11.0	12.0	6.0	6.0	5.0	4.0	17.0	17.0	16.0	17.0
ENSG00000040933	INPP4A	14.0	14.0	14.0	26.0	27.0	26.0	25.0	11.0	10.0	11.0	9.0
ENSG00000041353	RAB27B	0.4	0.4	0.3	1.0	1.0	0.9	2.0				
ENSG00000041357	PSMA4	17.0	17.0	18.0	9.0	10.0	9.0	9.0	9.0	8.0	9.0	8.0
ENSG00000041515	MYO16								0.2	0.2	0.2	0.1
ENSG00000041802	LSG1	10.0	11.0	10.0	17.0	17.0	17.0	16.0	1.0	1.0	1.0	1.0
ENSG00000041880	PARP3	2.0	2.0	2.0	4.0	4.0	4.0	5.0	0.2	0.2	0.2	0.1
ENSG00000041982	TNC	0.2	0.2	0.2					0.1	0.1	0.1	
ENSG00000041988	THAP3	2.0	2.0	2.0	3.0	3.0	3.0	3.0	0.7	0.8	0.7	0.6
ENSG00000042062	RIPOR3	2.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	1.0	2.0	2.0
ENSG00000042088	TDP1	4.0	4.0	4.0	10.0	10.0	10.0	9.0	0.8	0.6	0.7	0.5
ENSG00000042286	AIFM2	0.4	0.4	0.3	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1
ENSG00000042317	SPATA7	0.9	0.8	0.9	0.9	0.8	0.8	0.6	0.2	0.2	0.2	0.1
